NameOrig,NameKaplan,Rank,light,temperature,moisture,reaction,nutrients,salinity,light_x,temperature_x,moisture_x,reaction_x,nutrients_x
Odontites vernus ssp. serotinus,Odontites vernus subsp. serotinus,subspecies,6,6,6,6,5,2,6,6,6,6,5
Odontites vernus ssp. vernus,Odontites vernus subsp. vernus,subspecies,6,6,5,6,6,1,6,6,6,6,6
Oenanthe aquatica,Oenanthe aquatica,species,7,6,10,7,7,1,7,6,10,7,7
Oenanthe fistulosa,Oenanthe fistulosa,species,7,7,9,7,5,1,7,7,9,7,5
Oenanthe silaifolia,Oenanthe silaifolia,species,8,6,8,7,6,2,8,6,8,7,6
Oenanthe silaifolia ssp. silaifolia,Oenanthe silaifolia subsp. silaifolia,subspecies,8,6,8,7,6,2,8,6,8,7,6
Oenothera biennis,Oenothera biennis,species,9,7,4,6,4,0,9,7,4,x,4
Oenothera biennis agg.,Oenothera biennis agg.,aggregate,9,7,4,6,4,0,9,7,4,x,4
Oenothera glazioviana,Oenothera glazioviana,species,9,7,3,7,4,0,9,7,3,x,4
Omphalodes scorpioides,Omphalodes scorpioides,species,4,6,6,7,7,0,4,6,6,7,7
Omphalodes verna,Omphalodes verna,species,4,6,5,7,6,0,4,6,5,7,6
Onobrychis arenaria,Onobrychis arenaria,species,8,7,3,8,3,0,8,7,3,8,3
Onobrychis arenaria ssp. arenaria,Onobrychis arenaria subsp. arenaria,subspecies,8,7,3,8,3,0,8,7,3,8,3
Onobrychis viciifolia,Onobrychis viciifolia,species,8,6,4,8,4,0,8,6,4,8,4
Onobrychis viciifolia agg.,Onobrychis viciifolia agg.,aggregate,8,6,4,8,4,0,8,6,4,8,4
Ononis arvensis,Ononis arvensis,species,8,6,4,7,3,1,8,6,4,7,3
Ononis repens,Ononis repens,species,8,5,4,7,3,0,8,5,4,7,3
Ononis spinosa,Ononis spinosa,species,8,6,4,7,3,1,8,6,4,7,3
Ononis spinosa ssp. spinosa,Ononis spinosa subsp. spinosa,subspecies,8,6,4,7,3,1,8,6,4,7,3
Onopordum acanthium,Onopordum acanthium,species,9,7,4,7,8,1,9,7,4,7,8
Onosma arenaria,Onosma arenaria,species,9,8,3,7,2,0,9,8,3,7,2
Ophioglossum vulgatum,Ophioglossum vulgatum,species,6,6,7,7,3,0,6,6,7,7,3
Ophrys apifera,Ophrys apifera,species,7,6,4,8,3,0,7,6,4,8,3
Ophrys holoserica,Ophrys holoserica,species,8,7,4,8,3,0,8,7,4,8,3
Ophrys holoserica ssp. holubyana,Ophrys holoserica subsp. holubyana,subspecies,8,7,4,8,3,0,8,7,4,8,3
Ophrys insectifera,Ophrys insectifera,species,7,5,4,8,3,0,7,5,4,8,3
Orchis coriophora,Anacamptis coriophora,species,8,7,7,5,2,0,8,7,7,5,2
Orchis coriophora ssp. coriophora,Anacamptis coriophora subsp. coriophora,subspecies,8,7,7,7,2,0,8,7,7,7,2
Orchis mascula,Orchis mascula,species,6,6,4,7,3,0,6,6,4,7,x
Orchis mascula ssp. mascula,Orchis mascula subsp. mascula,subspecies,6,6,4,7,3,0,6,6,4,7,x
Orchis mascula ssp. speciosa,Orchis mascula subsp. speciosa,subspecies,6,6,4,7,3,0,6,6,4,7,x
Orchis mascula var. fallax,Orchis mascula var. fallax,variant,6,6,4,7,3,0,6,6,4,7,x
Orchis militaris,Orchis militaris,species,7,7,4,8,2,0,7,7,4,8,2
Orchis morio,Anacamptis morio,species,8,5,4,6,3,0,8,5,4,6,3
Orchis morio ssp. morio,Anacamptis morio subsp. morio,subspecies,8,5,4,6,3,0,8,5,4,6,3
Orchis pallens,Orchis pallens,species,5,5,5,7,4,0,x,5,5,7,4
Orchis palustris,Anacamptis palustris,species,8,6,9,8,3,1,8,6,9,8,3
Orchis purpurea,Orchis purpurea,species,6,7,4,8,3,0,x,7,4,8,3
Orchis tridentata,Neotinea tridentata,species,8,7,3,8,3,0,8,7,3,8,3
Orchis ustulata,Neotinea ustulata,species,7,5,4,7,3,0,7,5,4,x,3
Orchis ustulata var. aestivalis,Neotinea ustulata var. aestivalis,variant,7,5,4,7,3,0,7,5,4,x,3
Orchis ustulata var. ustulata,Neotinea ustulata var. ustulata,variant,7,5,4,7,3,0,7,5,4,x,3
Origanum vulgare,Origanum vulgare,species,7,6,3,7,3,0,7,6,3,7,3
Origanum vulgare ssp. megastachyum,Origanum vulgare subsp. megastachyum,subspecies,7,6,3,7,3,0,7,6,3,7,3
Origanum vulgare ssp. vulgare,Origanum vulgare subsp. vulgare,subspecies,7,6,3,7,3,0,7,6,3,7,3
Orlaya grandiflora,Orlaya grandiflora,species,8,7,3,9,4,0,8,7,3,9,4
Ornithogalum boucheanum,Ornithogalum boucheanum,species,6,7,4,6,7,0,6,7,4,6,7
Ornithogalum brevistylum,Ornithogalum brevistylum,species,8,7,4,7,3,0,8,7,4,7,3
Ornithogalum kochii,Ornithogalum kochii,species,7,7,3,7,4,0,7,7,3,7,4
Ornithogalum nutans,Ornithogalum nutans,species,6,7,4,7,7,0,6,7,4,7,7
Ornithogalum nutans agg.,Ornithogalum nutans agg.,aggregate,6,7,4,7,7,0,6,7,4,7,7
Ornithogalum pyrenaicum,Ornithogalum pyrenaicum,species,6,6,5,7,5,0,6,6,5,7,5
Ornithogalum pyrenaicum ssp. sphaerocarpum,Ornithogalum pyrenaicum subsp. sphaerocarpum,subspecies,6,6,5,7,5,0,6,6,5,7,5
Ornithogalum umbellatum,Ornithogalum umbellatum,species,7,6,3,7,6,0,7,6,3,7,6
Ornithogalum umbellatum agg.,Ornithogalum umbellatum agg.,aggregate,7,7,3,7,5,0,7,7,3,7,5
Ornithopus perpusillus,Ornithopus perpusillus,species,7,6,3,2,2,0,7,6,3,2,2
Orobanche alba,Orobanche alba,species,8,7,3,8,3,0,8,7,3,8,x
Orobanche alba ssp. alba,Orobanche alba subsp. alba,subspecies,8,7,3,8,3,0,8,7,3,8,x
Orobanche alba ssp. major,Orobanche alba subsp. major,subspecies,8,7,3,8,3,0,8,7,3,8,x
Orobanche alsatica,Orobanche alsatica,species,7,7,3,8,3,0,7,7,3,8,3
Orobanche artemisiae-campestris,Orobanche artemisiae-campestris,species,8,8,2,8,2,0,8,8,2,8,2
Orobanche caryophyllacea,Orobanche caryophyllacea,species,8,6,3,8,3,0,8,6,3,8,3
Orobanche coerulescens,Orobanche coerulescens,species,9,7,2,8,2,0,9,7,2,8,2
Orobanche elatior,Orobanche elatior,species,8,7,4,8,3,0,8,7,4,8,3
Orobanche flava,Orobanche flava,species,5,4,7,7,6,0,5,4,7,7,6
Orobanche hederae,Orobanche hederae,species,4,6,5,6,6,0,4,6,5,6,x
Orobanche kochii,Orobanche kochii,species,8,7,4,8,3,0,8,7,4,8,3
Orobanche lutea,Orobanche lutea,species,7,6,3,7,4,0,7,6,3,7,x
Orobanche minor,Orobanche minor,species,7,6,5,7,5,0,7,6,5,7,5
Orobanche picridis,Orobanche picridis,species,8,7,4,7,4,0,8,7,4,7,4
Orobanche reticulata,Orobanche reticulata,species,7,5,4,8,5,0,7,5,4,8,5
Orobanche teucrii,Orobanche teucrii,species,8,6,2,8,2,0,8,6,2,8,2
Orthilia secunda,Orthilia secunda,species,4,5,5,5,3,0,4,5,5,x,3
Orthilia secunda ssp. secunda,Orthilia secunda subsp. secunda,subspecies,4,5,5,5,3,0,4,5,5,x,3
Osmunda regalis,Osmunda regalis,species,5,6,8,4,5,0,5,6,8,4,5
Ostrya carpinifolia,Ostrya carpinifolia,species,4,8,4,7,5,0,4,8,4,x,5
Oxalis acetosella,Oxalis acetosella,species,2,5,6,4,6,0,2,x,6,4,6
Oxalis corniculata,Oxalis corniculata,species,7,7,4,7,6,0,7,7,4,x,6
Oxalis corniculata var. corniculata,Oxalis corniculata var. corniculata,variant,7,7,4,7,6,0,7,7,4,x,6
Oxalis corniculata var. repens,Oxalis corniculata var. repens,variant,7,7,4,7,6,0,7,7,4,x,6
Oxalis dillenii,Oxalis dillenii,species,7,7,5,7,7,0,7,7,5,7,7
Oxalis pes-caprae,Oxalis pes-caprae,species,7,9,4,6,6,0,7,9,4,6,6
Oxalis stricta,Oxalis stricta,species,7,6,5,7,7,0,7,6,5,7,7
Oxybaphus nyctagineus,Oxybaphus nyctagineus,species,8,8,4,5,4,0,8,8,4,5,4
Oxytropis pilosa,Oxytropis pilosa,species,9,7,2,8,2,0,9,7,2,8,2
Panicum capillare,Panicum capillare,species,8,7,4,6,6,0,8,7,4,6,6
Panicum capillare ssp. barbipulvinatum,Panicum capillare subsp. barbipulvinatum,subspecies,8,7,4,6,6,0,8,7,4,6,6
Panicum capillare ssp. capillare,Panicum capillare subsp. capillare,subspecies,8,7,4,6,6,0,8,7,4,6,6
Panicum miliaceum,Panicum miliaceum,species,8,7,4,6,6,0,8,7,4,6,6
Panicum miliaceum ssp. agricola,Panicum miliaceum subsp. agricola,subspecies,8,7,4,6,6,0,8,7,4,6,6
Panicum miliaceum ssp. miliaceum,Panicum miliaceum subsp. miliaceum,subspecies,8,7,4,6,6,0,8,7,4,6,6
Panicum miliaceum ssp. ruderale,Panicum miliaceum subsp. ruderale,subspecies,8,7,4,6,6,0,8,7,4,6,6
Papaver argemone,Papaver argemone,species,8,6,4,5,5,0,8,6,4,5,5
Papaver confine,Papaver confine,species,7,6,4,8,5,0,7,6,4,8,5
Papaver dubium,Papaver dubium,species,7,6,4,5,5,0,7,6,4,5,5
Papaver dubium agg.,Papaver dubium agg.,aggregate,7,6,4,6,5,0,7,6,4,6,5
Papaver hybridum,Papaver hybridum,species,7,7,4,8,5,0,7,7,4,8,5
Papaver lecoqii,Papaver lecoqii,species,7,7,4,7,5,0,7,7,4,7,5
Papaver maculosum,Papaver maculosum,species,7,7,4,7,4,0,7,7,4,7,4
Papaver maculosum ssp. austromoravicum,Papaver maculosum subsp. austromoravicum,subspecies,7,7,4,7,4,0,7,7,4,7,4
Papaver rhoeas,Papaver rhoeas,species,7,6,4,7,6,0,7,6,4,7,6
Papaver rhoeas var. rhoeas,Papaver rhoeas var. rhoeas,variant,7,6,4,7,6,0,7,6,4,7,6
Papaver rhoeas var. strigosum,Papaver rhoeas var. strigosum,variant,7,6,4,7,6,0,7,6,4,7,6
Papaver somniferum,Papaver somniferum,species,7,6,4,7,6,0,7,6,4,7,6
Parietaria judaica,Parietaria judaica,species,8,9,3,7,7,2,8,9,3,7,7
Parietaria officinalis,Parietaria officinalis,species,5,7,6,7,7,0,5,7,6,7,7
Parietaria pensylvanica,Parietaria pensylvanica,species,7,7,5,7,7,0,7,7,5,7,7
Paris quadrifolia,Paris quadrifolia,species,3,5,6,7,7,0,3,5,6,7,7
Parnassia palustris,Parnassia palustris,species,8,4,8,7,2,0,8,4,8,7,2
Parthenocissus inserta,Parthenocissus inserta,species,6,6,5,7,7,0,6,6,5,7,7
Parthenocissus quinquefolia,Parthenocissus quinquefolia,species,6,6,5,7,7,0,6,6,5,7,7
Parthenocissus quinquefolia agg.,Parthenocissus quinquefolia agg.,aggregate,6,6,5,7,7,0,6,6,5,7,7
Parthenocissus tricuspidata,Parthenocissus tricuspidata,species,7,6,5,7,7,0,7,6,5,7,7
Pastinaca sativa,Pastinaca sativa,species,8,6,5,7,5,1,8,6,5,7,5
Pastinaca sativa ssp. sativa,Pastinaca sativa subsp. sativa,subspecies,8,6,5,7,5,1,8,6,5,7,5
Pastinaca sativa ssp. urens,Pastinaca sativa subsp. urens,subspecies,8,6,5,7,5,0,8,6,5,7,5
Pedicularis exaltata,Pedicularis exaltata,species,7,6,4,7,5,0,7,6,4,7,5
Pedicularis palustris,Pedicularis palustris,species,7,4,9,6,2,0,7,x,9,x,2
Pedicularis palustris ssp. opsiantha,Pedicularis palustris subsp. opsiantha,subspecies,7,4,9,6,2,0,7,x,9,6,2
Pedicularis palustris ssp. palustris,Pedicularis palustris subsp. palustris,subspecies,7,4,9,6,2,0,7,x,9,6,2
Pedicularis sceptrum-carolinum,Pedicularis sceptrum-carolinum,species,8,5,8,8,2,0,8,5,8,8,2
Pedicularis sudetica,Pedicularis sudetica,species,8,2,7,2,2,0,8,2,7,2,2
Pedicularis sudetica ssp. sudetica,Pedicularis sudetica subsp. sudetica,subspecies,8,2,7,2,2,0,8,2,7,2,2
Pedicularis sylvatica,Pedicularis sylvatica,species,7,5,7,2,2,0,7,5,7,2,2
Pedicularis sylvatica ssp. sylvatica,Pedicularis sylvatica subsp. sylvatica,subspecies,7,5,7,2,2,0,7,5,7,2,2
Peplis portula,Peplis portula,species,8,6,8,4,5,1,8,6,8,4,5
Persicaria amphibia,Persicaria amphibia,species,7,5,10,6,7,1,7,5,10,6,7
Persicaria hydropiper,Persicaria hydropiper,species,7,6,8,5,7,1,7,6,8,5,7
Persicaria lapathifolia,Persicaria lapathifolia,species,6,6,7,6,8,1,6,6,7,x,8
Persicaria lapathifolia ssp. brittingeri,Persicaria lapathifolia subsp. brittingeri,subspecies,6,6,7,6,8,1,6,6,7,x,8
Persicaria lapathifolia ssp. lapathifolia,Persicaria lapathifolia subsp. lapathifolia,subspecies,6,6,7,6,8,1,6,6,7,x,8
Persicaria lapathifolia ssp. pallida,Persicaria lapathifolia subsp. pallida,subspecies,6,6,6,6,8,1,6,6,6,x,8
Persicaria maculosa,Persicaria maculosa,species,7,6,5,7,7,1,7,6,5,7,7
Persicaria minor,Persicaria minor,species,7,6,8,5,8,0,7,6,8,5,8
Persicaria mitis,Persicaria mitis,species,7,6,8,6,7,1,7,6,8,6,7
Petasites albus,Petasites albus,species,4,4,7,6,6,0,x,4,7,x,6
Petasites hybridus,Petasites hybridus,species,7,5,8,7,8,0,7,5,8,7,8
Petasites hybridus ssp. hybridus,Petasites hybridus subsp. hybridus,subspecies,7,5,8,7,8,0,7,5,8,7,8
Petasites kablikianus,Petasites kablikianus,species,7,4,7,7,7,0,7,4,7,7,7
Petrorhagia prolifera,Petrorhagia prolifera,species,8,7,3,5,3,0,8,7,3,5,3
Petrorhagia saxifraga,Petrorhagia saxifraga,species,9,7,2,5,2,0,9,7,2,5,2
Peucedanum alsaticum,Peucedanum alsaticum,species,7,7,4,8,3,0,7,7,4,8,3
Peucedanum arenarium,Peucedanum arenarium,species,8,7,3,8,3,0,8,7,3,8,3
Peucedanum arenarium ssp. arenarium,Peucedanum arenarium subsp. arenarium,subspecies,8,7,3,8,3,0,8,7,3,8,3
Peucedanum carvifolia,Peucedanum carvifolia,species,8,7,5,7,5,0,8,7,5,7,5
Peucedanum cervaria,Peucedanum cervaria,species,7,6,3,7,3,0,7,6,3,7,3
Peucedanum officinale,Peucedanum officinale,species,7,7,4,8,3,2,7,7,4,8,3
Peucedanum oreoselinum,Peucedanum oreoselinum,species,6,6,4,6,3,0,6,6,4,6,3
Peucedanum ostruthium,Peucedanum ostruthium,species,7,4,6,6,7,0,7,4,6,6,7
Peucedanum palustre,Peucedanum palustre,species,7,6,9,5,4,0,7,6,9,x,4
Phacelia tanacetifolia,Phacelia tanacetifolia,species,8,6,5,7,7,0,8,6,5,7,7
Phalaris arundinacea,Phalaris arundinacea,species,7,5,8,7,7,1,x,x,8,7,7
Phalaris canariensis,Phalaris canariensis,species,7,6,4,8,7,1,7,6,4,8,7
Phegopteris connectilis,Phegopteris connectilis,species,2,4,6,3,5,0,2,4,6,3,5
Phelipanche arenaria,Phelipanche arenaria,species,8,8,2,8,2,0,8,8,2,x,2
Phelipanche caesia,Phelipanche caesia,species,8,7,2,8,2,0,8,7,2,8,2
Phelipanche purpurea,Phelipanche purpurea,species,9,7,2,8,2,0,9,7,2,8,2
Phelipanche purpurea ssp. bohemica,Phelipanche purpurea subsp. bohemica,subspecies,9,7,2,8,2,0,9,7,2,8,2
Phelipanche purpurea ssp. purpurea,Phelipanche purpurea subsp. purpurea,subspecies,9,7,2,8,2,0,9,7,2,8,2
Phleum alpinum,Phleum alpinum,species,7,3,5,4,4,0,7,3,5,4,4
Phleum nodosum,Phleum nodosum,species,8,6,4,7,5,0,8,6,4,x,5
Phleum paniculatum,Phleum paniculatum,species,7,6,4,8,4,0,7,6,4,8,4
Phleum phleoides,Phleum phleoides,species,8,6,3,7,3,0,8,6,3,7,3
Phleum pratense,Phleum pratense,species,7,5,5,6,7,1,7,5,5,x,7
Phleum pratense agg.,Phleum pratense agg.,aggregate,7,5,5,6,7,1,7,5,5,x,7
Phlomis tuberosa,Phlomis tuberosa,species,7,7,4,8,4,0,7,7,4,8,4
Phragmites australis,Phragmites australis,species,7,5,10,7,6,1,7,5,10,7,6
Physalis alkekengi,Physalis alkekengi,species,6,7,6,8,7,0,6,7,6,8,7
Physalis alkekengi var. alkekengi,Physalis alkekengi var. alkekengi,variant,6,7,6,8,7,0,6,7,6,8,7
Physalis alkekengi var. franchetii,Physalis alkekengi var. franchetii,variant,6,7,6,8,7,0,6,7,6,8,7
Phyteuma nigrum,Phyteuma nigrum,species,7,4,5,5,4,0,7,4,5,5,4
Phyteuma orbiculare,Phyteuma orbiculare,species,7,4,5,7,3,0,7,4,5,7,3
Phyteuma spicatum,Phyteuma spicatum,species,6,5,5,6,5,0,x,x,5,6,5
Phytolacca esculenta,Phytolacca acinosa,species,6,7,4,4,7,0,6,7,4,4,7
Picea abies,Picea abies,species,5,4,6,4,4,0,5,x,x,x,x
Picris hieracioides,Picris hieracioides,species,8,6,4,7,5,0,8,6,4,7,5
Pilosella aurantiaca,Pilosella aurantiaca,species,8,3,5,4,4,0,8,3,5,4,4
Pilosella auriculoides,Pilosella auriculoides,species,8,7,3,5,2,0,8,7,3,5,2
Pilosella bauhini,Pilosella bauhini,species,8,7,3,7,3,0,8,7,3,7,3
Pilosella bauhini ssp. bauhini,Pilosella bauhini subsp. bauhini,subspecies,8,7,3,7,3,0,8,7,3,7,3
Pilosella bauhini ssp. magyarica,Pilosella bauhini subsp. magyarica,subspecies,8,7,3,7,3,0,8,7,3,7,3
Pilosella caespitosa,Pilosella caespitosa,species,8,5,5,6,4,0,8,5,5,6,4
Pilosella cymosa,Pilosella cymosa,species,8,6,3,7,3,0,8,6,3,7,3
Pilosella cymosa ssp. cymosa,Pilosella cymosa subsp. cymosa,subspecies,8,6,3,7,2,0,8,6,3,7,2
Pilosella cymosa ssp. vaillantii,Pilosella cymosa subsp. vaillantii,subspecies,8,6,3,7,4,0,8,6,3,7,4
Pilosella densiflora,Pilosella densiflora,species,8,7,3,7,3,0,8,7,3,7,3
Pilosella echioides,Pilosella echioides,species,8,7,2,6,1,0,8,7,2,6,1
Pilosella floribunda,Pilosella floribunda,species,8,4,5,3,4,0,8,4,5,3,4
Pilosella fusca,Pilosella fusca,species,8,4,5,3,2,0,8,4,5,3,2
Pilosella iserana,Pilosella iserana,species,7,4,5,4,4,0,7,4,5,4,4
Pilosella lactucella,Pilosella lactucella,species,7,5,6,4,2,0,7,5,6,4,2
Pilosella officinarum,Pilosella officinarum,species,7,5,4,5,2,0,7,5,4,x,2
Pilosella piloselloides,Pilosella piloselloides,species,8,6,4,8,4,0,8,6,4,8,4
Pilosella piloselloides agg.,Pilosella piloselloides agg.,aggregate,8,7,3,7,3,0,8,7,3,7,3
Pilosella piloselloides ssp. piloselloides,Pilosella piloselloides subsp. piloselloides,subspecies,8,6,4,8,4,0,8,6,4,8,4
Pilosella piloselloides ssp. praealta,Pilosella piloselloides subsp. praealta,subspecies,8,6,4,8,4,0,8,6,4,8,4
Pilosella rothiana,Pilosella rothiana,species,8,7,3,8,3,0,8,7,3,8,3
Pilularia globulifera,Pilularia globulifera,species,8,6,9,4,2,0,8,6,9,4,2
Pimpinella major,Pimpinella major,species,7,5,5,7,6,0,7,5,5,7,6
Pimpinella saxifraga,Pimpinella saxifraga,species,7,5,3,6,3,1,7,5,3,x,3
Pimpinella saxifraga ssp. nigra,Pimpinella saxifraga subsp. nigra,subspecies,7,6,3,6,3,1,7,6,3,x,3
Pimpinella saxifraga ssp. saxifraga,Pimpinella saxifraga subsp. saxifraga,subspecies,7,5,3,6,3,1,7,5,3,x,3
Pinguicula vulgaris,Pinguicula vulgaris,species,8,5,8,7,2,0,8,5,8,7,2
Pinguicula vulgaris ssp. bohemica,Pinguicula vulgaris subsp. bohemica,subspecies,8,6,8,7,2,0,8,6,8,7,2
Pinguicula vulgaris ssp. vulgaris,Pinguicula vulgaris subsp. vulgaris,subspecies,8,4,8,7,2,0,8,4,8,7,2
Pinus ×ascendens nothossp. skalickyi,Pinus x ascendens nothosubsp. skalickyi,hybrid,8,3,8,1,1,0,8,3,8,1,1
Pinus ×rhaetica nothossp. digenea,Pinus x rhaetica nothosubsp. digenea,hybrid,7,4,8,1,2,0,7,4,8,1,2
Pinus banksiana,Pinus banksiana,species,6,6,4,3,3,0,6,6,4,3,3
Pinus mugo,Pinus mugo,species,8,3,6,4,3,0,8,3,x,x,3
Pinus mugo agg.,Pinus mugo agg.,aggregate,8,3,7,3,2,0,8,3,x,x,2
Pinus nigra,Pinus nigra,species,7,6,3,8,3,0,7,6,3,8,3
Pinus nigra ssp. nigra,Pinus nigra subsp. nigra,subspecies,7,6,3,8,3,0,7,6,3,8,3
Pinus strobus,Pinus strobus,species,5,5,4,2,3,0,5,5,4,2,3
Pinus sylvestris,Pinus sylvestris,species,6,5,5,5,2,0,6,x,x,x,x
Pinus uncinata,Pinus uncinata,species,7,4,8,1,1,0,7,4,8,1,1
Pinus uncinata ssp. uliginosa,Pinus uncinata subsp. uliginosa,subspecies,7,4,8,1,1,0,7,4,8,1,1
Plantago altissima,Plantago altissima,species,7,7,7,7,5,2,7,7,7,7,5
Plantago arenaria,Plantago arenaria,species,9,7,3,5,3,0,9,7,3,5,3
Plantago atrata,Plantago atrata,species,8,3,5,5,3,0,8,3,5,5,3
Plantago atrata ssp. sudetica,Plantago atrata subsp. sudetica,subspecies,8,3,5,5,3,0,8,3,5,5,3
Plantago coronopus,Plantago coronopus,species,8,7,6,6,4,3,8,7,6,6,4
Plantago coronopus ssp. coronopus,Plantago coronopus subsp. coronopus,subspecies,8,7,6,6,4,3,8,7,6,6,4
Plantago lanceolata,Plantago lanceolata,species,7,5,5,6,5,1,7,x,x,x,x
Plantago lanceolata var. lanceolata,Plantago lanceolata var. lanceolata,variant,7,5,5,6,5,1,7,x,x,x,x
Plantago lanceolata var. sphaerostachya,Plantago lanceolata var. sphaerostachya,variant,7,5,5,6,5,1,7,x,x,x,x
Plantago major,Plantago major,species,7,5,5,6,6,1,7,x,5,x,6
Plantago major agg.,Plantago major agg.,aggregate,7,5,6,6,6,1,7,x,5,x,6
Plantago major ssp. major,Plantago major subsp. major,subspecies,7,5,5,6,6,1,7,x,5,x,6
Plantago maritima,Plantago maritima,species,8,6,7,8,5,7,8,6,7,8,5
Plantago maritima ssp. ciliata,Plantago maritima subsp. ciliata,subspecies,8,6,7,8,5,7,8,6,7,8,5
Plantago media,Plantago media,species,7,6,4,7,4,0,7,x,4,7,4
Plantago media ssp. longifolia,Plantago media subsp. longifolia,subspecies,7,6,4,7,4,0,7,x,4,7,4
Plantago media ssp. media,Plantago media subsp. media,subspecies,7,6,4,7,4,0,7,x,4,7,4
Plantago uliginosa,Plantago uliginosa,species,8,6,7,5,6,2,8,6,7,5,6
Platanthera bifolia,Platanthera bifolia,species,6,6,5,6,4,0,6,x,5,6,x
Platanthera bifolia agg.,Platanthera bifolia agg.,aggregate,6,6,5,6,4,0,6,x,5,6,x
Platanthera chlorantha,Platanthera chlorantha,species,6,6,5,7,4,0,6,x,5,7,x
Platycladus orientalis,Platycladus orientalis,species,6,6,4,8,4,0,6,6,4,8,4
Pleurospermum austriacum,Pleurospermum austriacum,species,5,4,6,7,6,0,5,4,6,7,6
Poa alpina,Poa alpina,species,7,3,5,6,6,0,7,3,5,x,6
Poa angustifolia,Poa angustifolia,species,7,6,4,6,4,1,7,6,x,x,4
Poa annua,Poa annua,species,7,5,6,6,8,1,7,x,6,x,8
Poa annua agg.,Poa annua agg.,aggregate,7,5,6,6,8,1,7,5,6,6,8
Poa badensis,Poa badensis,species,9,7,2,9,2,0,9,7,2,9,2
Poa bulbosa,Poa bulbosa,species,8,7,3,6,3,1,8,7,3,6,3
Poa compressa,Poa compressa,species,9,6,3,7,3,1,9,6,3,7,3
Poa humilis,Poa humilis,species,7,5,5,5,4,0,7,5,5,5,4
Poa chaixii,Poa chaixii,species,6,4,6,3,4,0,x,4,6,3,4
Poa laxa,Poa laxa,species,7,2,6,4,2,0,7,2,6,4,2
Poa nemoralis,Poa nemoralis,species,5,5,5,6,5,0,x,5,5,6,5
Poa palustris,Poa palustris,species,6,5,8,6,7,1,6,5,8,6,7
Poa pratensis,Poa pratensis,species,6,5,5,6,6,1,6,x,x,x,6
Poa pratensis agg.,Poa pratensis agg.,aggregate,6,5,5,6,5,1,6,x,x,x,5
Poa remota,Poa remota,species,5,5,7,6,7,0,5,5,7,6,7
Poa riphaea,Poa riphaea,species,9,1,2,1,1,0,9,1,2,1,1
Poa supina,Poa supina,species,7,4,5,6,7,0,7,4,5,6,7
Poa trivialis,Poa trivialis,species,6,5,7,6,7,0,6,x,7,x,7
Polemonium caeruleum,Polemonium caeruleum,species,6,4,7,7,6,0,6,4,7,7,6
Polycarpon tetraphyllum,Polycarpon tetraphyllum,species,8,8,4,5,7,1,8,8,4,5,x
Polycnemum arvense,Polycnemum arvense,species,9,7,3,6,3,0,9,7,3,6,3
Polycnemum majus,Polycnemum majus,species,9,7,3,7,3,0,9,7,3,7,3
Polygala amara,Polygala amara,species,8,5,4,8,2,0,8,5,4,8,2
Polygala amara agg.,Polygala amara agg.,aggregate,8,5,6,8,2,0,8,5,6,8,2
Polygala amara ssp. brachyptera,Polygala amara subsp. brachyptera,subspecies,8,5,4,8,2,0,8,5,4,8,2
Polygala amarella,Polygala amarella,species,8,5,8,8,2,0,8,5,8,8,2
Polygala amarella ssp. amarella,Polygala amarella subsp. amarella,subspecies,8,5,7,8,2,0,8,5,7,8,2
Polygala amarella ssp. austriaca,Polygala amarella subsp. austriaca,subspecies,8,5,8,8,2,0,8,5,8,8,2
Polygala comosa,Polygala comosa,species,8,6,3,8,3,0,8,6,3,8,3
Polygala chamaebuxus,Polygala chamaebuxus,species,6,4,4,7,2,0,6,4,4,7,2
Polygala major,Polygala major,species,8,7,3,8,3,0,8,7,3,8,3
Polygala multicaulis,Polygala multicaulis,species,7,5,5,3,3,0,7,x,5,3,3
Polygala serpyllifolia,Polygala serpyllifolia,species,8,4,6,2,2,0,8,4,6,2,2
Polygala vulgaris,Polygala vulgaris,species,7,5,5,4,3,0,7,x,5,4,3
Polygala vulgaris agg.,Polygala vulgaris agg.,aggregate,7,5,5,4,3,0,7,x,5,4,3
Polygonatum latifolium,Polygonatum latifolium,species,4,7,5,7,6,0,4,7,5,7,6
Polygonatum multiflorum,Polygonatum multiflorum,species,3,6,5,6,5,0,3,6,5,6,5
Polygonatum odoratum,Polygonatum odoratum,species,6,6,3,7,3,0,6,6,3,7,3
Polygonatum verticillatum,Polygonatum verticillatum,species,4,4,5,4,5,0,4,4,5,4,5
Polygonum arenastrum,Polygonum arenastrum,species,8,6,4,6,7,1,8,6,4,x,7
Polygonum aviculare,Polygonum aviculare,species,7,6,5,6,7,1,7,6,5,x,7
Polygonum aviculare agg.,Polygonum aviculare agg.,aggregate,7,6,4,6,7,1,7,6,4,x,7
Polygonum rurivagum,Polygonum rurivagum,species,7,6,4,6,7,1,7,6,4,x,7
Polypodium interjectum,Polypodium interjectum,species,7,5,4,8,2,0,x,5,4,8,2
Polypodium vulgare,Polypodium vulgare,species,5,5,4,5,3,0,x,5,4,5,3
Polypodium vulgare agg.,Polypodium vulgare agg.,aggregate,6,5,4,6,3,0,x,5,4,6,3
Polystichum aculeatum,Polystichum aculeatum,species,3,5,6,6,7,0,3,5,6,6,7
