"AUTHOR","AUTH_NAME"
"1009","Ťažár Anton"
"1010","Vejborová Tereza"
"1011","Porubská Nikola"
"1012","Houzarová Hana"
"1013","Hrubý Zdeněk"
"1014","Chvojková Eva"
"1015","Hájek Miroslav"
"1016","Šímová Irena"
"1017","Košnar Jan"
"1018","Vašut Radim"
"1019","Kirschnerová Ludmila"
"1020","Zábranská Dagmar"
"1021","Marková Zuzana"
"1022","Prknová Hana"
"1023","Černý Martin"
"1024","Banaš Marek"
"1025","Čápová Jiřina"
"1026","Kolář Filip"
"1027","Ducháček Michal"
"1028","Kalíšková Šárka"
"1029","Hlinická Veronika"
"1030","Kučerová Jana"
"1031","Kabátová Klára"
"1032","Holič Filip"
"1033","Višňáková Meda"
"1034","Kocián Petr"
"1035","Kubešová Magdalena"
"1036","Suda Jan"
"1037","Lučanová Magdalena"
"1038","Hanzl Martin"
"1039","Dortová Markéta"
"1040","Vlčková Pavla"
"1041","Knotek Adam"
"1042","Horáčková Jitka"
"1043","Tichý Tomáš"
"1044","Gálová Andrea"
"1045","Rozbrojová Zdenka"
"1046","Malíček Jiří"
"1047","Křížek Pavel"
"1048","Kocián Jiří"
"1049","Hlisnikovský David"
"1050","Jiráská Šárka"
"1051","Kulíková Anna"
"1052","Srnková Veronika"
"1053","Klinerová Tereza"
"1054","Tlachačová Klára"
"1055","Uhýrková Dagmar"
"1056","Bartošová Anežka"
"1057","Czernik Adrián"
"1058","Kutlvašr Josef"
"1059","Hlinková Daniela"
"1060","Jindra Ivan"
"1061","Babej Ján"
"1062","Kuncová Jana"
"1063","Vojík Martin"
"1064","Divíšek Jan"
"1065","Večeřa Martin"
"1066","Knápek Ondřej"
"1067","Landucci Flavia"
"1068","Harásek Martin"
"1069","Sovíková Lenka"
"1070","Hrubanová = Dršková Monika"
"1071","Friedl Michal"
"1072","Doležal Jan"
"1073","Vavrincová Petra"
"1074","Bartoš Marcel"
"1075","Ouřada Jiří"
"1076","Jungmannová Anna"
"1077","Prágr J."
"1078","Dohnal J."
"1079","Grabařová S."
"1080","Chaloupka V."
"1081","Pecháček J."
"1082","Štěrba Tadeáš"
"1083","Hruban R."
"1084","Drmota L."
"1085","Eybl T."
"1086","Hedrich J."
"1087","Kotil V."
"1088","Kotková J."
"1089","Mikušková J."
"1090","Taubr K."
"1091","Polepil M."
"1092","Bednář P."
"1093","Lipowski M."
"1094","Remešová M."
"1095","Novák F."
"1096","Mach S."
"1097","Bátor M."
"1098","Kuc M."
"1099","Vicher M."
"1100","Szkandera J."
"1101","Šubrt J."
"1102","Slunčík V."
"1103","Šidlák M."
"1104","Lžičař J."
"1105","Řičánková J."
"1106","Císařová J."
"1107","Jiráková Jarmila"
"1108","Donátová Klára"
"1109","Kadaš Daniel"
"1110","Chytrý Kryštof"
"1111","Řehounková Klára"
"1112","Broum Miroslav"
"1113","Karešová Petra"
"1114","Chudomelová Markéta"
"1115","Böckelmann Jörg"
"1116","Taraška Vojtěch"
"1117","Adámek Martin"
"1118","Bálková Lenka"
"1119","Hubatka Petr"
"1120","Friesová = Klinkovská Klára"
"1121","Kopčan Branislav"
"1122","Rohel Jaroslav"
"1123","Husek Václav"
"1124","Szokala Daniel"
"1125","Sobotka Vojtěch"
"1126","Borovyk = Shyriaieva Dariia"
"1127","Šamonil Pavel"
"1128","Havlíková Barbora"
"1129","Šimák Martin"
"1130","Barbora Hubáčková"
"1131","Iarema Viktor"
"1132","Nunvářová Kabátová Klára"
"1133","Bobek Přemysl"
"1134","Mudrák Ondřej"
"1135","Dvořák Miroslav"
"1136","Jandová Lenka"
"1137","Hornych Ondřej"
"1138","Kotilínek Milan"
"1139","Mlynaříková Kristýna"
"1140","Prach Jindřich"
"1141","Šašek Jan"
"1142","Ševčíková Jana"
"1143","Šoltysová Vladimíra"
"1144","Šťastný Martin"
"1145","Šturma Jan A."
"1146","Havelka Kryštof"
"1147","Vrátný Luboš"
"1148","Filipová Martina"
"1149","Vacek Michal"
"1150","Kolombová Natálie"
"1151","Szamosiová Juliana"
"1152","Šaldová Eva"
"1153","Brodecký Pavel"
"1154","Novická Adéla"
"1155","Prokopová Lenka"
"1156","Suntychová Eliška"
"1157","Martínková Eva"
"1158","Vejvodová Kateřina"
"1159","Kantor Adam"
"1160","Cudlín Ondřej"
"1161","Duda Tomáš"
"1162","Duchoň Mário"
"1163","Janík David"
"1164","Krajinová Kateřina"
"1165","Kulík P."
"1166","Ohryzková Lucie"
"1167","Suszka Petr"
"1168","Urbaňcová Naděžda"
"1169","Černíková Zuzana"
"1170","Šotkovský František"
"1171","Zámečník Jaroslav"
"1172","Beleš David"
"1173","Walter Jan"
"1174","Čížková Hana"
"1175","Jará Nicol"
